Estados Unidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mensual,BM,RESERVES,CURRENCY,M1,M2,M2var,M3,RI,RIva,INFm,TargetLow,TargetUp,Target,Expectativas,CIN,GOB,DEP,TasaPrim,TasaSec,TasaEst,Rendimiento,Multiplicador,FFR,TasaVentanilla,,Trimestral,PIBt,BMt,M1t,M2t,M3t,V,Rit,CINt,GOBt,DEPt,Inflacion,FFRt,Crecimiento,Credito,Tdc,NASDAQ,NASDAQva,PrestamosVentanilla
2021-06,6027,3848.1,2179,19310.5,20440.8,12.86,,129.1438,5.12407,5.4,1,3,2,2.0552,7968.11,767.31,3789.61,0.25,0.875,0.05,1.3164,3.39,0.08,0.25,,,,,,,,,,,,,,,,,,,,
2021-07,6130.2,3943.9,2186.3,19459.5,20571.9,12.79,,129.5139,0.45258,5.4,1,3,2,2.0731,8125.31,633.93,3944.13,0.25,0.875,0.1,1.099,3.36,0.1,0.25,,,,,,,,,,,,,,,,,,,,
2021-08,6328.7,4140.1,2188.6,19683.8,20778.1,13.5,,242.1763,87.23048,5.3,1,3,2,2.4624,8253.91,366.87,4134.71,0.25,0.875,0.1,1.0659,3.28,0.09,0.25,,,,,,,,,,,,,,,,,,,,
2021-09,6388.8,4193.2,2195.6,19874.2,20957.9,12.87,,239.4839,87.2134,5.4,1,3,2,2.6841,8367.93,257.75,4188.69,0.25,0.875,0.1,1.1338,3.28,0.08,0.25,,,,,,,,,,,,,,,,,,,,
2021-10,6330.9,4128.1,2202.8,20021,21098,12.85,,241.3887,87.94362,6.2,1,3,2,1.8544,8475.97,130.54,4136.39,0.25,0.875,0.1,1.19,3.33,0.08,0.25,,,,,,,,,,,,,,,,,,,,
2021-11,6394.7,4180.6,2214.1,20267.4,21334.5,12.54,,239.1848,83.77574,6.8,1,3,2,2.4798,8591.78,209.6,4172.52,0.25,0.875,0.1,1.0515,3.34,0.08,0.25,,,,,,,,,,,,,,,,,,,,
2021-12,6413.1,4187.9,2225.1,20591.3,21660.4,12.37,,240.1973,79.45384,7,1,3,2,2.6203,8678.12,164.82,4188.01,0.25,0.875,0.1333,0.785,3.38,0.08,0.25,,,,,,,,,,,,,,,,,,,,
2022-01,6103.9,3871.1,2232.8,20549.2,21636.7,11.76,,239.3308,79.9913,7.5,1,3,2,2.2418,8780.34,536.06,3901.05,0.25,0.875,0.15,0.7835,3.54,0.08,0.25,,,,,,,,,,,,,,,,,,,,
2022-02,6040,3804.5,2235.4,20528,21590.3,10.67,,239.7547,81.13,7.9,1,3,2,2.6274,8852.34,693.34,3773.57,0.25,0.875,0.225,0.4989,3.57,0.08,0.25,,,,,,,,,,,,,,,,,,,,
2022-03,6134.5,3874.7,2259.8,20800.8,21855.8,9.5,,237.1825,85.28862,8.5,1,3,2,3.0577,8891.82,609.92,3861.81,0.37,1,0.4,0.2183,3.56,0.2,0.5,,,,,,,,,,,,,,,,,,,,
2022-04,5885.2,3615.4,2269.8,20817.7,21860.3,7.63,,229.9166,76.75112,8.3,1,3,2,3.3929,8910.02,738.52,3574.4,0.5,1,0.625,0.2095,3.71,0.33,0.5,,,,,,,,,,,,,,,,,,,,
2022-05,5591.5,3317.9,2273.7,20537.9,21590.3,6.03,,231.2701,76.85391,8.6,1,3,2,3.6347,8907.15,888.05,3305.46,0.94,1.5,0.9,0.2814,3.86,0.77,1,,,,,,,,,,,,,,,,,,,,
2022-06,5506.5,3228.4,2278.1,20535.3,21645.1,5.61,,227.5342,76.18662,9.1,1,3,2,4.2267,8888.58,747.86,3214.76,1.38,2.25,1.4333,0.1452,3.93,1.21,1.75,,,,,,,,,,,,,,,,,,,,
2022-07,5537.2,3258.7,2278.5,20470.4,21651.9,4.95,,226.9931,75.26546,8.5,1,3,2,3.3093,8862.56,634.64,3260.06,1.85,3,2.025,-0.14,3.91,1.68,2.5,,,,,,,,,,,,,,,,,,,,
2022-08,5582.3,3305.9,2276.3,,,3.82,,,-7.88898,8.3,1,3,2,3.3771,8828.34,573.42,3284.1,2.5,3,2.575,-0.3522,,2.33,2.5,,,,,,,,,,,,,,,,,,,,
2022-09,5410.9,3131.4,2279.5,,,2.56,,,-8.50672,8.2,1,3,2,4.1791,8783.42,638.28,3104.25,2.73,3.75,2.775,-0.3376,,2.56,3.25,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,3078.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,3098.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
